,percentsampleremoved,outcome_index,mixed_index,intake_index
376,30,0.817047591,0.620467484,0.450095142
377,30,0.405419059,0.431749467,0.498203447
378,30,0.527740876,0.720086425,0.574497199
379,30,0.727670198,0.469018734,0.777149206
380,30,0.75583188,0.634260507,0.581063226
381,30,0.645665775,0.445858224,0.701162746
382,30,0.334787416,0.456353504,0.678221736
383,30,0.703053708,0.644798226,0.412943317
384,30,0.680975373,0.598170804,0.67699266
385,30,0.715116088,0.503306693,0.462997266
386,30,0.804696892,0.425026126,0.372416355
387,30,0.646511786,0.463289742,0.579996729
388,30,0.713709943,0.488310819,0.436774675
389,30,0.706719849,0.689183935,0.488328056
390,30,0.553261606,0.763643668,0.472871069
391,30,0.611859453,0.687943875,0.41443964
392,30,0.773613975,0.597514227,0.419523668
393,30,0.761830335,0.575372469,0.62862359
394,30,0.701784708,0.683607395,0.746335781
395,30,0.611078542,0.557828015,0.411427235
396,30,0.734655754,0.445248857,0.455801472
397,30,0.423112475,0.688444244,0.438922915
398,30,0.616546433,0.517438487,0.398482145
399,30,0.498670222,0.719787113,0.756852982
400,30,0.710548254,0.719751124,0.546146469
401,40,0.656170137,0.583768547,0.576353551
402,40,0.50850088,0.6207296,0.603566983
403,40,0.502803186,0.705816685,0.699907451
404,40,0.644421644,0.731912088,0.563682997
405,40,0.6555467,0.65367988,0.274224799
406,40,0.613310013,0.693155628,0.385789486
407,40,0.580535331,0.565910042,0.609246308
408,40,0.385908343,0.400425685,0.792046003
409,40,0.596052536,0.67246686,0.499625083
410,40,0.739315937,0.485649609,0.510198902
411,40,0.755684099,0.423454781,0.849308109
412,40,0.440469831,0.466306625,0.846767776
413,40,0.544117984,0.451611719,0.383299359
414,40,0.611577466,0.633009453,0.346113677
415,40,0.688867959,0.620914758,0.446558751
416,40,0.636387607,0.527743226,0.296660529
417,40,0.64552874,0.577821506,0.491418515
418,40,0.780227655,0.526733641,0.65077144
419,40,0.623700155,0.593001762,0.632019765
420,40,0.568606252,0.595471359,0.320204625
421,40,0.753822311,0.669672801,0.326461035
422,40,0.766987608,0.453855455,0.411130825
423,40,0.72917644,0.464663088,0.511716821
424,40,0.765993933,0.631881628,0.831749553
425,40,0.512416229,0.665690878,0.418233036
426,40,0.625840632,0.650264209,0.307601988
427,40,0.782837419,0.627983456,0.29485065
428,40,0.619642497,0.6098683,0.783052411
429,40,0.420533699,0.563985677,0.373876438
430,40,0.660955835,0.499700911,0.440868111
431,40,0.548657056,0.395735841,0.404918907
432,40,0.525021555,0.667472331,0.389188714
433,40,0.438972595,0.779914078,0.652708217
434,40,0.68306555,0.451228317,0.383848339
435,40,0.443576961,0.615330186,0.353963088
436,40,0.53738431,0.485202719,0.403726035
437,40,0.923833334,0.676491382,0.76470225
438,40,0.502767559,0.684439686,0.842094069
439,40,0.667465193,0.895120218,0.663623199
440,40,0.812657504,0.468064404,0.671905682
441,40,0.726214861,0.493082122,0.305271785
442,40,0.702848319,0.548225353,0.383151889
443,40,0.395403806,0.660373816,0.561753832
444,40,0.681219485,0.43622431,0.680152798
445,40,0.538739023,0.758454082,0.464209131
446,40,0.88732987,0.669802901,0.477118022
447,40,0.568483496,0.828280125,0.749392735
448,40,0.54336132,0.577538273,0.477512116
449,40,0.706989697,0.651157909,0.438647982
450,40,0.649969476,0.551925034,0.722550642
451,40,0.521051513,0.534847948,0.613705176
452,40,0.453008748,0.565578943,0.717444419
453,40,0.719645972,0.631746201,0.803909324
454,40,0.623926092,0.682773445,0.69298999
455,40,0.667282929,0.626739887,0.504048749
456,40,0.540061364,0.67169739,0.588510287
457,40,0.657077818,0.696389592,0.36293769
458,40,0.75876663,0.566447412,0.468957824
459,40,0.66487816,0.665426626,0.506946623
460,40,0.618802466,0.547511232,0.362254741
461,40,0.513257185,0.4703623,0.398938631
462,40,0.533875931,0.790168451,0.492882154
463,40,0.585520205,0.565501118,0.356111337
464,40,0.572855744,0.651265639,0.696456212
465,40,0.50194366,0.606282364,0.40624351
466,40,0.725881212,0.475154131,0.449679493
467,40,0.376405362,0.715239237,0.757476617
468,40,0.547141192,0.687446435,0.441941386
469,40,0.481673443,0.677216022,0.435306794
470,40,1,0.763589424,0.686007964
471,40,0.540703029,0.51260685,0.457583598
472,40,0.584966817,0.767692345,0.409543354
473,40,0.59396449,0.51798926,0.756935428
474,40,0.675721728,0.57429929,0.405204103
475,40,0.60055323,0.512387017,0.386649027
476,40,0.498862077,0.549770332,0.869126833
477,40,0.638862033,0.721432334,0.308202263
478,40,0.673713355,0.642568494,0.869286376
479,40,0.573512312,0.494042154,0.845339194
480,40,0.655487723,0.489503139,0.518627913
481,40,0.576641184,0.574732147,0.374400018
482,40,0.365863072,0.399074214,0.647329096
483,40,0.402537476,0.574204271,0.699411803
484,40,0.928464177,0.445865219,0.733282523
485,40,0.50246472,0.497539427,0.368388485
486,40,0.460083314,0.551075651,0.626821806
487,40,0.592207021,0.700765663,0.634037256
488,40,0.706419474,0.559860477,0.389969218
489,40,0.681436711,0.449591673,0.296776779
490,40,0.473262241,0.522143777,0.609554323
491,40,0.779151447,0.523377135,0.748952694
492,40,0.85269028,0.517521969,0.395162192
493,40,0.556354719,0.514124647,0.685800676
494,40,0.546946163,0.481597845,0.342672867
495,40,0.732885835,0.638465476,0.712791155
496,40,0.618042314,0.64793369,0.335912796
497,40,0.409438448,0.521275066,0.413703846
498,40,0.716322089,0.486680468,0.428217698
499,40,0.612894652,0.67433029,0.55126526
500,40,0.545381666,0.510056002,1
501,50,0.51086702,0.488932148,0.523776675
502,50,0.616589975,0.447584894,0.375937201
503,50,0.716030393,0.463286616,0.399450844
504,50,0.693292922,0.5892482,0.476965575
505,50,0.583537127,0.570487667,0.699652265
506,50,0.606973328,0.552896344,0.603760665
507,50,0.853737237,0.498137871,0.844090907
508,50,0.510423037,0.653934199,0.582954261
509,50,0.559683162,0.592787852,0.629932946
510,50,0.491731421,0.742005515,0.43966578
511,50,0.853858152,0.601952583,0.576646598
512,50,0.833152877,0.787465159,0.69941422
513,50,0.435329485,0.374620062,0.452549887
514,50,0.452322472,0.442202044,0.425920839
515,50,0.307276803,0.595638096,0.667035266
516,50,0.636049409,0.458204503,0.586871662
517,50,0.547085245,0.458181499,0.398006749
518,50,0.760752162,0.583073917,0.490899944
519,50,0.618432847,0.542751686,0.312887729
520,50,0.62616254,0.466125142,0.428099849
521,50,0.568078527,0.659583475,0.365877664
522,50,0.656232356,0.47211424,0.346991667
523,50,0.488236154,0.590990819,0.901366354
524,50,0.765106648,0.546464825,0.495526361
525,50,0.448785977,0.396798385,0.629908718
526,50,0.585404958,0.609175046,0.651205031
527,50,0.642359693,0.463963765,0.677427136
528,50,0.384847165,0.603203316,0.667129767
529,50,0.65302048,0.536992587,0.764480894
530,50,0.661315651,0.504888556,0.638944538
531,50,0.722671181,0.450436079,0.691672535
532,50,0.453728772,0.451980484,0.659516593
533,50,0.573193618,0.750582265,0.311295593
534,50,0.421648922,0.671491965,0.734281389
535,50,0.631845518,0.489095719,0.820621284
536,50,0.4042525,0.71060651,0.372052713
537,50,0.688825419,0.501866493,0.659516593
538,50,0.595729096,0.534980756,0.646829769
539,50,0.649939883,0.615136077,0.828126909
540,50,0.587657351,0.529633227,0.74016904
541,50,0.524002024,0.469444648,0.369067103
542,50,0.822006451,0.629633,0.412504502
543,50,0.449954181,0.488743441,0.686730606
544,50,0.748233941,0.672905885,0.723174014
545,50,0.604513355,0.657456375,0.399892965
546,50,0.483901067,0.607285616,0.432985049
547,50,0.428933351,0.523172889,0.684784165
548,50,0.772550617,0.475570289,0.443011153
549,50,0.565240703,0.445004412,0.547036954
550,50,0.356681603,0.54266864,0.729822554
551,50,0.767576759,0.484162767,0.593807643
552,50,0.785925142,0.616335061,0.804645914
553,50,0.629194918,0.713058482,0.545136223
554,50,0.535253847,0.52271606,0.408436089
555,50,0.572348849,0.706424472,0.475538281
556,50,0.28358502,0.413530884,0.27217342
557,50,0.676428584,0.614916654,0.772691624
558,50,0.351830735,0.616826883,0.763336502
559,50,0.6399234,0.459064161,0.271912838
560,50,0.499775567,0.555647097,0.47825563
561,50,0.506205789,0.602236938,0.38303293
562,50,0.609848474,0.602183498,0.64788397
563,50,0.413747295,0.692440215,0.558749278
564,50,0.41272467,0.68443115,0.481546826
565,50,0.748484635,0.572808021,0.429006112
566,50,0.429225129,0.663115777,0.62045522
567,50,0.281320322,0.603925478,0.466640402
568,50,0.580169499,0.50569466,0.74731537
569,50,0.519846606,0.527310996,0.718446929
570,50,0.750222776,0.461454439,0.765443211
571,50,0.300508583,0.475495565,0.455689971
572,50,0.631123903,0.52894822,0.82270381
573,50,0.524688009,0.534820104,0.398182372
574,50,0.482000971,0.662625709,0.386922689
575,50,0.577902319,0.637591125,0.301609957
576,50,0.615864749,0.446940121,0.905240762
577,50,0.487195805,0.486005838,0.367908562
578,50,0.514023116,0.647046206,0.273366077
579,50,0.414506878,0.616593625,0.468603048
580,50,0.748773719,0.612682456,0.396931547
581,50,0.641035472,0.601686461,0.362973089
582,50,0.70501851,0.657309659,0.697584262
583,50,0.504139883,0.451148895,0.506137812
584,50,0.459261267,0.533279759,0.493082069
585,50,0.61752509,0.52704723,0.39713911
586,50,0.465993904,0.592477528,0.695349081
587,50,0.914131157,0.504984989,0.458383991
588,50,0.857420299,0.599803361,0.311384501
589,50,0.604775568,0.694465421,0.467332254
590,50,0.378228656,0.437846698,0.424997847
591,50,0.462415362,0.494225223,0.338335939
592,50,0.752859817,0.65759314,0.679253393
593,50,0.512746603,0.398195841,0.608549409
594,50,0.718383816,0.681492545,0.496462606
595,50,0.447820339,0.600473042,0.446044139
596,50,0.612603814,0.635627566,0.420370306
597,50,0.656551491,0.425723218,0.782669529
598,50,0.656425058,0.711421196,0.526101974
599,50,0.325942102,0.472219366,0.531923698
600,50,0.489396253,0.426963046,0.474587147
