LHfrontal,RHfrontal,LHtemporal,RHtemporal,tot,adap,rl,el,elc,Cluster.last,el_sd,rl_sd,elc_sd,adap_sd,tot_sd,data.perc.soc_sd,LHtemporal_sd,RHtemporal_sd
0.000813177,0.004415265,0.046527585,0.078734308,7.307692308,104.1538462,103.9876923,108.1976923,112.3846154,1,17.19432472,13.0235768,13.28870737,10.39908773,6.750118707,NA,0.029412522,0.056692669
-0.004609582,-0.00403319,0.025888436,0.0424769,10.92857143,90.21428571,88.94214286,94.98642857,91.42857143,2,17.04211914,16.03148641,16.73188704,5.176553226,8.213162847,NA,0.027170644,0.042770596
0.014355521,0.003319253,0.022062763,0.02322458,16.4,75.53333333,72.38533333,64.47333333,67.66666667,3,19.18361863,17.71585604,14.18080527,6.33433576,6.652604216,NA,0.024094333,0.034036619
